Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Arena,Notes
Fri Mar 24 2023,8:30p,Charlotte Hornets,,Dallas Mavericks,,,,,American Airlines Center,
Fri Mar 24 2023,9:00p,Milwaukee Bucks,,Utah Jazz,,,,,Vivint Arena,
Fri Mar 24 2023,10:00p,Philadelphia 76ers,,Golden State Warriors,,,,,Chase Center,
Fri Mar 24 2023,10:00p,Chicago Bulls,,Portland Trail Blazers,,,,,Moda Center,
Fri Mar 24 2023,10:00p,Phoenix Suns,,Sacramento Kings,,,,,Golden 1 Center,
Fri Mar 24 2023,10:30p,Oklahoma City Thunder,,Los Angeles Lakers,,,,,Crypto.com Arena,
Sat Mar 25 2023,5:00p,Indiana Pacers,,Atlanta Hawks,,,,,State Farm Arena,
Sat Mar 25 2023,8:00p,Brooklyn Nets,,Miami Heat,,,,,FTX Arena,
Sat Mar 25 2023,9:00p,Milwaukee Bucks,,Denver Nuggets,,,,,Ball Arena,
Sat Mar 25 2023,10:00p,Philadelphia 76ers,,Phoenix Suns,,,,,Footprint Center,
Sat Mar 25 2023,10:00p,Utah Jazz,,Sacramento Kings,,,,,Golden 1 Center,
Sat Mar 25 2023,10:30p,New Orleans Pelicans,,Los Angeles Clippers,,,,,Crypto.com Arena,
Sun Mar 26 2023,1:00p,Dallas Mavericks,,Charlotte Hornets,,,,,Spectrum Center,
Sun Mar 26 2023,3:30p,Chicago Bulls,,Los Angeles Lakers,,,,,Crypto.com Arena,
Sun Mar 26 2023,6:00p,Memphis Grizzlies,,Atlanta Hawks,,,,,State Farm Arena,
Sun Mar 26 2023,6:00p,San Antonio Spurs,,Boston Celtics,,,,,TD Garden,
Sun Mar 26 2023,6:00p,Houston Rockets,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
Sun Mar 26 2023,6:00p,Brooklyn Nets,,Orlando Magic,,,,,Amway Center,
Sun Mar 26 2023,6:00p,Washington Wizards,,Toronto Raptors,,,,,Scotiabank Arena,
Sun Mar 26 2023,7:00p,Oklahoma City Thunder,,Portland Trail Blazers,,,,,Moda Center,
Sun Mar 26 2023,8:30p,Minnesota Timberwolves,,Golden State Warriors,,,,,Chase Center,
Mon Mar 27 2023,7:00p,Milwaukee Bucks,,Detroit Pistons,,,,,Little Caesars Arena,
Mon Mar 27 2023,7:00p,Dallas Mavericks,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
Mon Mar 27 2023,7:30p,Houston Rockets,,New York Knicks,,,,,Madison Square Garden (IV),
Mon Mar 27 2023,9:00p,Phoenix Suns,,Utah Jazz,,,,,Vivint Arena,
Mon Mar 27 2023,9:30p,Philadelphia 76ers,,Denver Nuggets,,,,,Ball Arena,
Mon Mar 27 2023,10:00p,New Orleans Pelicans,,Portland Trail Blazers,,,,,Moda Center,
Mon Mar 27 2023,10:00p,Minnesota Timberwolves,,Sacramento Kings,,,,,Golden 1 Center,
Mon Mar 27 2023,10:30p,Chicago Bulls,,Los Angeles Clippers,,,,,Crypto.com Arena,
Tue Mar 28 2023,7:00p,Boston Celtics,,Washington Wizards,,,,,Capital One Arena,
Tue Mar 28 2023,7:30p,Cleveland Cavaliers,,Atlanta Hawks,,,,,State Farm Arena,
Tue Mar 28 2023,7:30p,Miami Heat,,Toronto Raptors,,,,,Scotiabank Arena,
Tue Mar 28 2023,8:00p,Orlando Magic,,Memphis Grizzlies,,,,,FedEx Forum,
Tue Mar 28 2023,8:00p,Charlotte Hornets,,Oklahoma City Thunder,,,,,Paycom Center,
Tue Mar 28 2023,10:00p,New Orleans Pelicans,,Golden State Warriors,,,,,Chase Center,
Wed Mar 29 2023,7:00p,Milwaukee Bucks,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
Wed Mar 29 2023,7:30p,Houston Rockets,,Brooklyn Nets,,,,,Barclays Center,
Wed Mar 29 2023,7:30p,Miami Heat,,New York Knicks,,,,,Madison Square Garden (IV),
Wed Mar 29 2023,7:30p,Dallas Mavericks,,Philadelphia 76ers,,,,,Wells Fargo Center,
Wed Mar 29 2023,8:00p,Los Angeles Lakers,,Chicago Bulls,,,,,United Center,
Wed Mar 29 2023,8:00p,Los Angeles Clippers,,Memphis Grizzlies,,,,,FedEx Forum,
Wed Mar 29 2023,8:00p,Detroit Pistons,,Oklahoma City Thunder,,,,,Paycom Center,
Wed Mar 29 2023,8:00p,Utah Jazz,,San Antonio Spurs,,,,,AT&T Center,
Wed Mar 29 2023,10:00p,Minnesota Timberwolves,,Phoenix Suns,,,,,Footprint Center,
Wed Mar 29 2023,10:00p,Sacramento Kings,,Portland Trail Blazers,,,,,Moda Center,
Thu Mar 30 2023,7:30p,Boston Celtics,,Milwaukee Bucks,,,,,Fiserv Forum,
Thu Mar 30 2023,10:00p,New Orleans Pelicans,,Denver Nuggets,,,,,Ball Arena,
Fri Mar 31 2023,7:00p,Chicago Bulls,,Charlotte Hornets,,,,,Spectrum Center,
Fri Mar 31 2023,7:00p,Oklahoma City Thunder,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
Fri Mar 31 2023,7:00p,Toronto Raptors,,Philadelphia 76ers,,,,,Wells Fargo Center,
Fri Mar 31 2023,7:00p,Orlando Magic,,Washington Wizards,,,,,Capital One Arena,
Fri Mar 31 2023,7:30p,Utah Jazz,,Boston Celtics,,,,,TD Garden,
Fri Mar 31 2023,7:30p,Atlanta Hawks,,Brooklyn Nets,,,,,Barclays Center,
Fri Mar 31 2023,7:30p,New York Knicks,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
Fri Mar 31 2023,8:00p,Detroit Pistons,,Houston Rockets,,,,,Toyota Center,
Fri Mar 31 2023,8:00p,Los Angeles Clippers,,Memphis Grizzlies,,,,,FedEx Forum,
Fri Mar 31 2023,8:00p,Los Angeles Lakers,,Minnesota Timberwolves,,,,,Target Center,
Fri Mar 31 2023,10:00p,San Antonio Spurs,,Golden State Warriors,,,,,Chase Center,
Fri Mar 31 2023,10:00p,Sacramento Kings,,Portland Trail Blazers,,,,,Moda Center,
Fri Mar 31 2023,10:30p,Denver Nuggets,,Phoenix Suns,,,,,Footprint Center,
Sat Apr 1 2023,7:30p,Dallas Mavericks,,Miami Heat,,,,,FTX Arena,
Sat Apr 1 2023,8:30p,Los Angeles Clippers,,New Orleans Pelicans,,,,,Smoothie King Center,
Sun Apr 2 2023,1:00p,Toronto Raptors,,Charlotte Hornets,,,,,Spectrum Center,
Sun Apr 2 2023,3:30p,Utah Jazz,,Brooklyn Nets,,,,,Barclays Center,
Sun Apr 2 2023,3:30p,Memphis Grizzlies,,Chicago Bulls,,,,,United Center,
Sun Apr 2 2023,3:30p,Portland Trail Blazers,,Minnesota Timberwolves,,,,,Target Center,
Sun Apr 2 2023,6:00p,Dallas Mavericks,,Atlanta Hawks,,,,,State Farm Arena,
Sun Apr 2 2023,6:00p,San Antonio Spurs,,Sacramento Kings,,,,,Golden 1 Center,
Sun Apr 2 2023,6:00p,Detroit Pistons,,Orlando Magic,,,,,Amway Center,
Sun Apr 2 2023,6:00p,Washington Wizards,,New York Knicks,,,,,Madison Square Garden (IV),
Sun Apr 2 2023,7:00p,Los Angeles Lakers,,Houston Rockets,,,,,Toyota Center,
Sun Apr 2 2023,7:00p,Phoenix Suns,,Oklahoma City Thunder,,,,,Paycom Center,
Sun Apr 2 2023,8:00p,Philadelphia 76ers,,Milwaukee Bucks,,,,,Fiserv Forum,
Sun Apr 2 2023,8:00p,Indiana Pacers,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
Sun Apr 2 2023,8:30p,Golden State Warriors,,Denver Nuggets,,,,,Ball Arena,
Tue Apr 4 2023,7:00p,Toronto Raptors,,Charlotte Hornets,,,,,Spectrum Center,
Tue Apr 4 2023,7:00p,Milwaukee Bucks,,Washington Wizards,,,,,Capital One Arena,
Tue Apr 4 2023,7:00p,Cleveland Cavaliers,,Orlando Magic,,,,,Amway Center,
Tue Apr 4 2023,7:00p,Miami Heat,,Detroit Pistons,,,,,Little Caesars Arena,
Tue Apr 4 2023,7:30p,Minnesota Timberwolves,,Brooklyn Nets,,,,,Barclays Center,
Tue Apr 4 2023,8:00p,Denver Nuggets,,Houston Rockets,,,,,Toyota Center,
Tue Apr 4 2023,8:00p,Portland Trail Blazers,,Memphis Grizzlies,,,,,FedEx Forum,
Tue Apr 4 2023,8:00p,Sacramento Kings,,New Orleans Pelicans,,,,,Smoothie King Center,
Tue Apr 4 2023,8:00p,Boston Celtics,,Philadelphia 76ers,,,,,Wells Fargo Center,
Tue Apr 4 2023,8:00p,Atlanta Hawks,,Chicago Bulls,,,,,United Center,
Tue Apr 4 2023,9:00p,Los Angeles Lakers,,Utah Jazz,,,,,Vivint Arena,
Tue Apr 4 2023,10:00p,Oklahoma City Thunder,,Golden State Warriors,,,,,Chase Center,
Tue Apr 4 2023,10:00p,San Antonio Spurs,,Phoenix Suns,,,,,Footprint Center,
Wed Apr 5 2023,7:00p,Brooklyn Nets,,Detroit Pistons,,,,,Little Caesars Arena,
Wed Apr 5 2023,7:00p,New York Knicks,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
Wed Apr 5 2023,7:30p,Washington Wizards,,Atlanta Hawks,,,,,State Farm Arena,
Wed Apr 5 2023,7:30p,Toronto Raptors,,Boston Celtics,,,,,TD Garden,
Wed Apr 5 2023,7:30p,Chicago Bulls,,Milwaukee Bucks,,,,,Fiserv Forum,
Wed Apr 5 2023,8:00p,Memphis Grizzlies,,New Orleans Pelicans,,,,,Smoothie King Center,
Wed Apr 5 2023,8:30p,Sacramento Kings,,Dallas Mavericks,,,,,American Airlines Center,
Wed Apr 5 2023,10:00p,Los Angeles Lakers,,Los Angeles Clippers,,,,,Crypto.com Arena,
Thu Apr 6 2023,7:00p,Cleveland Cavaliers,,Orlando Magic,,,,,Amway Center,
Thu Apr 6 2023,7:30p,Miami Heat,,Philadelphia 76ers,,,,,Wells Fargo Center,
Thu Apr 6 2023,8:00p,Portland Trail Blazers,,San Antonio Spurs,,,,,Moody Center,
Thu Apr 6 2023,9:00p,Oklahoma City Thunder,,Utah Jazz,,,,,Vivint Arena,
Thu Apr 6 2023,10:00p,Denver Nuggets,,Phoenix Suns,,,,,Footprint Center,
Fri Apr 7 2023,7:00p,Houston Rockets,,Charlotte Hornets,,,,,Spectrum Center,
Fri Apr 7 2023,7:00p,Miami Heat,,Washington Wizards,,,,,Capital One Arena,
Fri Apr 7 2023,7:00p,Detroit Pistons,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
Fri Apr 7 2023,7:30p,Orlando Magic,,Brooklyn Nets,,,,,Barclays Center,
Fri Apr 7 2023,7:30p,Toronto Raptors,,Boston Celtics,,,,,TD Garden,
Fri Apr 7 2023,7:30p,Philadelphia 76ers,,Atlanta Hawks,,,,,State Farm Arena,
Fri Apr 7 2023,8:00p,Memphis Grizzlies,,Milwaukee Bucks,,,,,Fiserv Forum,
Fri Apr 7 2023,8:00p,New York Knicks,,New Orleans Pelicans,,,,,Smoothie King Center,
Fri Apr 7 2023,8:30p,Chicago Bulls,,Dallas Mavericks,,,,,American Airlines Center,
Fri Apr 7 2023,10:00p,Golden State Warriors,,Sacramento Kings,,,,,Golden 1 Center,
Fri Apr 7 2023,10:30p,Phoenix Suns,,Los Angeles Lakers,,,,,Crypto.com Arena,
Sat Apr 8 2023,3:30p,Denver Nuggets,,Utah Jazz,,,,,Vivint Arena,
Sat Apr 8 2023,4:00p,Portland Trail Blazers,,Los Angeles Clippers,,,,,Crypto.com Arena,
Sat Apr 8 2023,4:00p,Minnesota Timberwolves,,San Antonio Spurs,,,,,Moody Center,
Sun Apr 9 2023,1:00p,Atlanta Hawks,,Boston Celtics,,,,,TD Garden,
Sun Apr 9 2023,1:00p,Philadelphia 76ers,,Brooklyn Nets,,,,,Barclays Center,
Sun Apr 9 2023,1:00p,Detroit Pistons,,Chicago Bulls,,,,,United Center,
Sun Apr 9 2023,1:00p,Charlotte Hornets,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
Sun Apr 9 2023,1:00p,Orlando Magic,,Miami Heat,,,,,FTX Arena,
Sun Apr 9 2023,1:00p,Indiana Pacers,,New York Knicks,,,,,Madison Square Garden (IV),
Sun Apr 9 2023,1:00p,Milwaukee Bucks,,Toronto Raptors,,,,,Scotiabank Arena,
Sun Apr 9 2023,1:00p,Houston Rockets,,Washington Wizards,,,,,Capital One Arena,
Sun Apr 9 2023,3:30p,San Antonio Spurs,,Dallas Mavericks,,,,,American Airlines Center,
Sun Apr 9 2023,3:30p,Sacramento Kings,,Denver Nuggets,,,,,Ball Arena,
Sun Apr 9 2023,3:30p,Utah Jazz,,Los Angeles Lakers,,,,,Crypto.com Arena,
Sun Apr 9 2023,3:30p,New Orleans Pelicans,,Minnesota Timberwolves,,,,,Target Center,
Sun Apr 9 2023,3:30p,Memphis Grizzlies,,Oklahoma City Thunder,,,,,Paycom Center,
Sun Apr 9 2023,3:30p,Los Angeles Clippers,,Phoenix Suns,,,,,Footprint Center,
Sun Apr 9 2023,3:30p,Golden State Warriors,,Portland Trail Blazers,,,,,Moda Center,
